Index	LogFC	FDR	VIP
NGCT1486_1	-0.698985654	0.39726237	0.211885
NGCT1496_1	0.658830753	2.33E-05	1.95585
NGCT1497_1	-0.018140435	0.048855934	0.460711
NGCT1498_1	-0.01976723	0.221370331	0.504256
NGCT1499_1	0.053738398	0.214284278	1.1315
NGCT1508_1	-0.748290248	1.85E-09	2.42813
NGCT1510_1	-0.282929927	2.95E-06	1.19373
NGCT1515_L	-0.061021373	0.029082835	0.513054
NGCT1515_R	-0.043180132	0.152383118	0.500699
NGCT1516_1	-0.123435503	0.000499286	0.901874
NGCT1517_1	-0.052921892	0.201672682	0.622836
NGCT1518_1_L	-0.099915798	1.57E-05	0.919508
NGCT1518_1_R	-0.048275511	2.13E-05	0.58331
NGCT1520	-0.193915557	5.34E-06	1.04845
NGCT1528_1	-0.180322597	2.77E-05	1.19534
NGCT1533_1	-0.039830795	0.359666645	0.431198
NGCT1534_1	-0.098627993	0.093530016	0.511536
NGCT1536_1	0.036783581	0.061995078	0.304367
NGCT1537_1	-0.054807878	0.407383881	0.386281
NGCT1541_1	-0.188087232	5.60E-06	0.995785
NGCT1544_1_L	-0.132701158	6.30E-05	1.04475
NGCT1544_1_R	-0.054868051	0.028167235	0.452115
NGCT1545_1	-0.078511743	0.127602373	0.421101
NGCT1549_1	-0.129439349	0.017586846	0.837977
NGCT1555_1	-0.276241215	1.66E-06	1.41742
NGCT1556	-0.091579981	0.055066379	0.487762
NGCT1567_1	0.017145193	0.107801046	0.186975
NGCT1585_1	0.094946637	0.000238058	0.661497
NGCT1588_1	0.050858793	0.004688601	0.55049
NGCT1590_1	0.04008394	0.026268626	0.339028
NGCT1600_1	-0.03864926	0.30252783	0.518334
NGCT1603_1	-0.011251438	0.836038244	0.305463
NGCT1604	-0.057994102	0.150819511	0.705623
NGCT1606	-0.040685476	0.483398749	0.597977
NGCT1607_1	0.185617547	0.00029484	0.990042
NGCT1608	0.034350855	0.173296445	0.581879
NGCT1609_1	0.205754203	0.000173718	1.03126
NGCT1623_1_L	0.041345733	0.347197927	0.450484
NGCT1623_1_R	0.128867915	0.049829269	0.758798
NGCT1631_1	-0.599636305	0.629365515	1.58398
NGCT1637_1	-0.097511457	0.060333688	0.47555
NGCT1654	0.185740821	0.003082658	0.910978
NGCT1656_L	-0.226211161	0.012761636	1.54625
NGCT1656_R	-0.464485956	0.011052344	1.25806
NGCT1667_1	-0.18228367	0.00262793	0.445326
NGCT1671_1	0.452071413	0.186591391	0.748344
NGCT1674_1_L	1.705321678	3.40E-05	2.64473
NGCT1674_1_R	1.688996351	5.60E-06	2.86074
NGCT1684_1	-0.284061415	0.51724371	1.31834
NGCT1689_1	0.096494902	0.152315759	0.84166
NGCT1690_1	0.146405992	0.020576039	0.522756
NGCT1694_L	-0.772619027	4.76E-11	3.41981
NGCT1694_M	-0.771617673	3.55E-11	3.39829
NGCT1694_R	-0.791877859	2.81E-11	2.93995
NGCT1696_1	0.105547822	0.026666348	0.616354
NGCT1698_1	0.175776936	0.019100265	0.658512
NGCT1703_1	0.117214694	0.787668464	0.684766
NGCT1708_1	0.148331014	0.199667033	0.487227
NGCT1710	-0.112220594	0.073999726	0.818438
NGCT1711_1	-0.14278569	0.07739834	0.853648
NGCT1719_1	-0.154068851	0.000208527	1.09166
NGCT1724_1_L	-0.141073994	0.035790273	1.51667
NGCT1724_1_R	0.020943122	0.455690246	0.745333
NGCT1727	-0.06391332	0.044452058	0.755288
NGCT1730_1	0.21309071	0.005106743	0.774607
NGCT1731_1_L	-0.125257824	0.035838319	0.659807
NGCT1731_1_R	-0.405033821	3.31E-05	1.01281
NGCT1734_1	-0.181464939	0.002317374	0.863174
NGCT1735_1	-0.103633342	0.015572444	0.935307
NGCT1738_1	0.005086968	0.92024124	0.2867
NGCT1739_1	-0.271144383	0.000962193	0.83801
NGCT1747	-0.134459712	0.000926056	0.940235
NGCT1749_1	0.495443825	4.37E-05	1.80092
NGCT1750	-0.132103895	0.000703833	0.926376
NGCT1752_1_L	-0.037488168	0.106101442	0.481229
NGCT1752_1_R	-0.01560831	0.603576316	0.324787
NGCT1753_1_L	-0.068060374	0.084377934	0.554335
NGCT1753_1_R	-0.04149945	0.371044736	0.496172
NGCT1754	-0.095805797	0.106937614	0.60817
NGCT1755_1_L	-0.034177629	0.400437222	0.573569
NGCT1755_1_R	-0.015113352	0.725541603	0.5614
NGCT1756	-0.02673071	0.276944791	0.485237
NGCT1758_L	-0.065302935	0.109006931	0.550398
NGCT1758_R	-0.044449022	0.301400267	0.476722
NGCT1759_1	-0.206816816	0.005070128	0.638385
NGCT1761_L	-0.108603907	2.73E-06	0.950339
NGCT1761_R	-0.050043265	3.81E-05	0.629271
NGCT1762	-0.038981236	0.810661047	0.545921
NGCT1767_L	-0.035663107	0.126698201	0.757509
NGCT1767_R	-0.036833387	0.14799927	0.723886
NGCT1768_L	-0.03567104	0.326806777	0.782038
NGCT1768_R	-0.052619333	0.046803244	0.79647
NGCT1771_1_R	0.008149262	0.818721492	0.690738
NGCT1774_1	-0.048967404	0.0772962	0.814566
NGCT1775_1	-0.224760844	5.00E-09	1.25372
NGCT1776_1	-0.059082154	0.005566348	0.817198
NGCT1779	-0.149375682	1.40E-05	1.17114
NGCT1780_1	-0.223147559	7.33E-05	1.19845
NGCT1781_1	-0.069472245	0.102651448	0.913785
NGCT1782_1	-0.105293824	0.004628072	0.687356
NGCT1783_1	-0.06444404	0.151513323	0.553102
NGCT1784_L	0.079801512	0.164357922	0.687659
NGCT1784_R	0.086446973	0.136022	0.780613
NGCT1785_1	-0.136700723	0.004043313	0.735625
NGCT1794_1_L	0.037927977	0.042759538	0.260314
NGCT1795_1	-0.112746993	0.162594085	0.472977
nlct009778-11	0.174312323	0.000773726	0.990013
nlct013371-1	0.237868005	7.98E-07	1.2655
nlct053204-1	0.569934369	6.09E-14	2.68017
NTGCF0004_2	0.445973192	3.04E-06	1.64499
NTGCF0029_1	-0.215270806	1.44E-08	1.22905
NTGCF0039_1	-0.388280925	0.100116542	0.272131
NTGCF0042_1	-0.195701657	0.023016691	1.52282
NTGCF0051_1	0.318487322	3.59E-05	1.39715
NTGCF0053_1	-0.156622406	0.056347364	1.12926
NTGCF0054_2	-0.29180696	0.00121567	1.44269
NTGCF0057_1_L	-0.034953781	0.322619667	0.843157
NTGCF0058_1_L	-1.452425308	6.36E-07	1.69786
NTGCF0058_1_R	-0.166423193	8.57E-06	0.990751
tofn0495-1	-0.035932309	0.044795883	0.437264
tofn11303-1	0.036641578	0.453071263	0.515248
tofn11768-1_b_L	-0.311959179	3.63E-07	1.25641
tofn11768-1_b_R	-0.291095993	7.21E-07	1.22535
tofn12302-1_b_L	-0.073203211	0.183316651	0.390197
tofn12302-1_b_R	-0.098407693	0.062540025	0.55045
tofn16095-1	-0.211725712	0.428848608	1.27171
tofn17989-1	-0.022579714	0.261942263	0.501133
tofn18695-1	-0.155761216	0.061565233	0.666711
tofn19792-1_a	-0.113372957	0.000891614	0.970662
tofn19992-1	-0.094289567	0.106762657	0.4698
tofn23875-1_a	-0.198926653	6.42E-08	1.23711
tofn26883-1_a	-0.294256112	1.26E-06	1.23703
tofn27061-1_b	-0.118871927	0.02738325	0.899542
tofn3052-1	-0.215581058	0.527355362	1.30755
tofn3686-1	-0.10969436	0.003788117	0.647337
tofn40042-1	0.204958008	0.082510114	0.418922
tofn41261-1	0.205270709	0.006796704	0.761926
tofn42180-1_a	-0.262487392	0.015592608	1.38237
tofn42265-1_a	0.531487686	6.73E-05	1.9042
tofn42265-1_b	0.363921973	0.019526042	1.58905
tofn42621-1_a	0.523117207	7.48E-05	1.90489
tofn43248-1	-0.161306818	1.51E-05	1.21224
tofn43310-1	-0.173913179	1.22E-05	1.06741
tofn47121-1_a	0.082988658	0.183499377	0.666415
tofn47121-1_b	0.035208451	0.663708364	0.526064
tofn48374-1_a	0.501900189	2.06E-05	1.79578
tofn4895-1	0.087541297	0.13679153	0.670437
tofn49009-1	-0.252274352	2.86E-05	1.23317
tofn49315-1	0.421180545	0.001063941	1.28915
tofn49986-1	0.559013281	0.000188248	1.82579
tofn51086-1_b	-0.03545669	0.644175456	0.15865
tofn51575-1	-0.050843794	0.019936197	0.568323
tofn52029-1	-0.054319553	0.339306237	0.522857
tofn52081-1_c	-0.207411916	3.44E-05	1.0575
tofn52572-1	-0.116004502	0.029817948	0.613696
tofn53157-1	-0.041790917	0.246768348	0.629423
tofn54419-1_b	0.192427489	0.000238185	0.867288
tofn5585-1_a	0.091756657	0.125677438	0.724317
tofn5585-1_b	0.076047086	0.2670689	0.68679
tofn5585-1_c	0.035763868	0.770663598	0.542509
tofn56270-1	-0.618969648	1.30E-07	1.9558
tofn56429-1	0.73765093	5.87E-05	1.9925
tofn57403-1	-0.126720332	0.031786246	0.975225
tofn5834-1	-0.369082734	1.21E-06	1.49895
tofn59142-1_b_L	-0.181149112	1.84E-06	1.16971
tofn59142-1_b_R	-0.208572988	3.55E-08	1.27042
tofn59307-1	-0.044316638	0.100585388	0.443588
tofn62039-1	-0.149876873	6.23E-06	1.02489
tofn62784-1	-0.104084827	0.03023665	0.541119
tofn64017-1	-0.090231053	0.050963174	0.472051
tofn65054-1	0.638253767	5.47E-05	1.82381
tofn65322-1_a	0.565068251	5.27E-05	1.92375
tofn66255-1	0.212968452	0.001479222	0.739176
tofn66546-1_b_L	-0.110816525	0.005427174	0.818332
tofn66546-1_b_R	-0.115503343	0.00052382	1.00291
tofn66561-1_a	-0.221425114	1.29E-08	1.20263
tofn66892-1	-0.085887291	0.212556957	0.479101
tofn67351-1	-0.044390283	0.171467256	0.316121
tofn70469-1_a	0.640727278	0.000172872	1.33868
tofn70469-1_b	0.843772402	0.030897936	0.965956
tofn72429-1	-0.316899848	6.36E-07	1.31374
tofn72473-1	-0.266736495	6.52E-06	1.36893
tofn72964-1	0.324129688	0.003643374	0.916179
tofn73133-1	0.193807597	0.000125292	1.0182
tofn73665-1_b_L	-0.044036202	0.140097418	0.490472
tofn73665-1_b_R	-0.035628008	0.264677367	0.487653
tofn74010-1	-0.175753811	2.78E-05	1.25324
tofn74291-1	-0.101234063	0.030112303	0.453701
tofn75063-1_b	-0.010888005	0.186111046	0.629987
tofn8969-1_a	0.588198953	2.69E-09	2.3039
tofn8969-1_b	0.567049524	1.89E-08	2.24049
Wmmn3753-2	-0.3954657	7.27E-08	2.37081
Wmxn3693	-0.078267436	0.294542368	0.318079
XCMSN002-2	0.122797559	0.056332727	0.889275
